0x0004b460 設定を変更することができます。
0x00789dff ううん、いらないよ！
アイツは私だけで
ぶっ倒す！！
0x00789e34 ……ハイ。
合格です。風子さん。
0x00789e55 …………ちょっと…。
0x00789e6a 無視されるのって
私、好きじゃないんです。
0x00789e95 風子さん。あなたは
私の思ったとおりの人だ。
御武運を…！
0x00789ed0 死愚魔！！
ふたりとも
やっちゃいなさい！！
0x00789efd ギョェーッ！！！
0x00789f0e アンタの相手は私！
今度はこっちから
いくよ！！！
0x00789f41 南無阿弥陀仏…。
0x00789f52 グギャギャギャ
ギャギャギャー！！
0x00789f75 くっ……そぉ……
0x00789f86 やったね！
完璧！！
0x00789f9b 死愚魔が…
…やられた……？
そんな……
0x00789fc4 見てくれたァ！？
雷覇くーん！！
……アレ？　いないや……。
0x0078a001 ま、いっか。
先へ行こうっと！！
0x0078a022 風子さん……。
0x0078a031 戦いはこれからもっと
厳しくなるでしょう。
負けずに頑張って下さい。
0x0078a076 ここの部屋かな？
よしゃ！　いっちょ
大暴れしたるかっ♪
0x0078a0af …なんだ。
烈火じゃねぇのかよ…。
0x0078a0d2 ざーんねんでした。
風子ちゃんが相手じゃ
不満かな？
0x0078a107 …まあ、いいか…
火影の奴をいっぴきずつ
倒していくか……
0x0078a142 ひとりずつなら
たいしたことねぇしな…
0x0078a169 オイ、固羅！！
この風子ちゃんを
なめんなよ！！
0x0078a19a 甘く見てると
後悔させちゃうぞ！
0x0078a1bb ふざけるなよ…てめぇ。
おめぇらは５人だから
強ぇだけなのさ。
0x0078a1fa でもなぁ…
ひとりひとりになっちまえば
なにもできねぇんだよ！！
0x0078a23b アンタと話してると
ほんっとムシズが走るよ…。
0x0078a26a そろそろいいでしょ？
勝負しない！？
0x0078a28f いうじゃねぇか……
そのへらず口を
二度ときけなくしてやらぁ！
0x0078a2ce それはこっちの
セリフ！　いくよっ！！
0x0078a2f5 ぎゃはははは！
弱えぇ！！
弱えよこいつ！
0x0078a320 やっぱりおめぇらは
ひとりじゃなにも
できねえのさ！！
0x0078a357 な…にぉ……！
0x0078a366 うっし！　終了！
0x0078a377 うおおぉぉ…っ！！
なんで…だよぉ…ぉ！！
0x0078a3a2 アンタ、そんなんじゃ
絶対烈火には勝てないよ。
じゃぁね！
0x0078a3dd あ！　来た来たァ！
あなた、火影の人でしょ！
えっとォ、名前は…
0x0078a41e 風神使い、霧沢風子！
柳を返してもらいに来たよ！
0x0078a44f パパと融合しちゃう
女の子のこと？
だったら、この先にいるよ！
0x0078a48e でも、会えないの！
あなたは私にここで
倒されちゃうからっ！！
0x0078a4cd 言いたいことは言った？
邪魔するなら
ただじゃおかないよ！
0x0078a508 パパーっ！　火影の人
やっつけちゃうよーっ！
0x0078a535 そしたらまた、煉華のこと
いっぱい！　いっぱい！
誉めてね！！
0x0078a574 キャハハハーッ！
パパ！　パパ！
みててくれたァ！？
0x0078a5a9 火影の人倒したよーッ！！
ホラホラァ！！
0x0078a5d2 ううっ……
0x0078a5dd うっし！
風子ちゃんの勝ち！！
0x0078a5fc キャア…！
痛いよォ……！
パパ…痛いよォ…！！
0x0078a62d たいしたものじゃ！
ここまで良く、魔導具を
使いこなしてきたものじゃ。
0x0078a674 お主の風神も
全ての力を出し切って
くれるじゃろう！
0x0078a6a9 心して進むがよい。
風子！
0x0078a6c4 風子は
「風神」（%B%P6Ｒ＋↑＋Ａ%S%P7）が
使えるようになった！
0x0078a705 見事強くなったな。
びっくりする上達ぶりじゃ。
じゃが一言だけ言っておく！
0x0078a750 煉華相手に情けは無用！
お主が身につけられる全ての
必殺技を使って戦うのじゃ！
0x0078a79f 魔導具は必ず
お主の味方になる！
良いな！
0x0078b002 森光蘭だね。
柳を返してもらいに来たよ！
0x0078b02b 誰だ？
私の邪魔をする奴は。
0x0078b048 柳は何処！？
答えないと承知しないよ！！
0x0078b071 小ざかしいゴミがぁ。
治癒の娘ならば
とっくに喰らったわ！
0x0078b0ac そして私は最強の力を得た…
もう、怖いものなどない！！
0x0078b0e3 なんだと！？
フザけるな！！
0x0078b100 落ち着いて！　風子！
柳ちゃんは、まだ
生きている！
0x0078b135 森光蘭に捕らわれ、
回復力を奪われてる
だけよ！
0x0078b166 今、森光蘭を倒せば
まだ助けだせるわ！！
0x0078b18f わかった！
陽炎！
0x0078b1a2 あたしがこいつを
ぶっ倒すから、
烈火！　柳を頼んだよ！！
0x0078b1dd よっしゃ！
まかせとけ！！
0x0078b1f8 なかなかやるではないか。
さすが、火影と
いったところか。
0x0078b233 だが所詮は下等生物。
もはや
私の相手ではない！！
0x0078b266 フハハハハ！！
お前も私の身体の
一部にしてやろう！！
0x0078b29d そして私は、
最強の存在へと
生まれ変わるのだ！！
0x0078b2d0 世界をわが手中に
収めるのも時間の問題だ！！
ガハハハハハ！！
0x0078b30f ウォォォ！！
私はまだ、やられるわけには
いかんのだ！！
0x0078b348 ギャアアア！！　痛い！！
ハァ！　ハァ！　ハァ！
0x0078b379 煉華！　煉華は何処だ！？
私を助けるのだ、煉華！！
0x0078b3ac あんたを助ける仲間は
もう、いないわ！
みんな、こいつをどうする？
0x0078b3ef 過去の悪夢からの呪縛を
解き放つ時じゃ！
とどめをさせ！　烈火！！
0x0078b432 森光蘭を
倒すのじゃ！！
0x0078b44b くそおおおおぉっ！！
またしても、
私はやられるのか！？
0x0078b484 いや…！
治癒の娘が生きてる限り…！
何度でもやり直しはきく！！
0x0078b4c5 お前らを倒せないのは
残念だが…。ここは再び
時を待つとしよう……！！
0x0078b50c ふはははははは！！
0x0078b51f まっ！？
待ちやがれーっ！！
森光蘭！！
0x0078b548 逃がしませんよ…、
森光蘭……。
0x0078b569 紅麗！？
0x0078b572 何！？　貴様…！！
ちっ…！！
なんということだ…！
0x0078b5a7 烈火…！
だから貴様は甘いのだ…。
0x0078b5ca 何をモタついている。
火影も、しょせん、
ゴミの集まりか！？
0x0078b607 森光蘭の次は、
貴様らだ！
命は無いぞ！！
0x0078b632 なんだと！？
0x0078b63f さあ、森光蘭…。
倒してさしあげましょう…！
0x0078b66c うっ。%/うっ。%/紅麗%/
助けてくれ！！%/
また、一緒に！！
0x0078b6a7 うぎゃああああああ！！
0x0078b6be 火影…！！
次はお前たちだ。
無能どもを潰してやる…！！
0x0078b6f7 ここは私がやるわ！
みんな柳を連れて
脱出して！
0x0078b728 いや、ここはオレが…！
0x0078b73f 風子の言うことを
ききなさい！
烈火！
0x0078b766 おお！
じゃぁ任せたぜ、風子！
0x0078b785 風子ちゃんに
まかせなさいって！
みんな、あとでね！
0x0078b7ba 貴様がひとりで、
私の相手をすると
いうのか…。
0x0078b7eb 今、私はひとりじゃない！
心を預けられる
仲間ができた。
0x0078b824 後ろで声援をとばし、
喝を入れ、支えてくれる
仲間ができた。
0x0078b861 アンタが強いのは判ってる。
でも！
私は負けられない！
0x0078b89a 雷覇の持つ雷神と
対を成す風神。
0x0078b8bb それを何処まで
使いこなすのか。
0x0078b8dc 見せてもらおう…。
さあ、
全力で来るがいい！！
0x0078b90d いざ、勝負！！
0x0078b91c ん！
私、生きてる！？
0x0078b933 ひょっとして
紅麗に勝っちゃった
風子ちゃん！？
0x0078b964 うわっとっと。
崩れるね、ココ。
逃げなきゃ…。
0x0078b995 紅麗は…いないや。
しかたない！
脱出！　脱出！
0x0078b9c6 クッ。所詮は無能どもの
集まりだったか。
次は烈火！　お前だ！！
0x0078ba07 よっしゃ！　いくぜ！
0x0078ba1c 裂神！　頼むぜっ！！
行けぇーっ！！
0x0078ba41 うぎゃあああぁぁぁ！！
0x0078ba58 烈火！　柳をお願い！！
0x0078ba6f 判ってる！！
姫！！
0x0078ba84 崩れ始めてるっ！！
早く、逃げないと
危険だよ！！
0x0078bab7 よし！
姫は無事だ！！
外へ脱出するぞっ！！
0x0078bae4 姫！　大丈夫か！？
0x0078baf7 ………。
0x0078bb00 姫…！　姫ェッ！！
0x0078bb13 烈火…くん…！！
0x0078bb24 ごめんね、柳。
あたし達がちゃんと
守ってあげなかったから…。
0x0078bb63 ううん。
ありがと風子ちゃん。
0x0078bb82 助けにきてくれるって
思ってたから
平気だったよ！
0x0078bbb5 風子、
紅麗はどうした！？
0x0078bbd0 なんとか勝ったんだけど、
目を離したスキに
居なくなっちゃって…。
0x0078bc13 そうか…。
0x0078bc1e あいつのことだから
きっとしぶとく
生きてるだろうな…！
0x0078bc57 風子さん、頑張ったわね。
0x0078bc70 あなたがいなければ、
森光蘭は
倒せなかったわ。
0x0078bca1 そんなことないよ。
あはは。
0x0078bcbe 風子サマ！
スッゲー
よかったっス！！
0x0078bce5 ハイハイ。
わかったから、
抱きつかないの！！
0x0078bd14 風子も只の乱暴者では
なかったわけだな。
0x0078bd3d ちょっと、みーちゃん！
その言い方って
ヒドくない！？
0x0078bd74 風子姉ちゃん、強いなぁ！
また今度、
勝負しようね！
0x0078bda9 いいわよ。
いつでも相手ンなったげる。
0x0078bdd0 風子ちゃん。
本当に
ありがとう…！！
0x0078bdf7 いーんだよ！　柳！
0x0078be0a ほら、烈火！
私はいつまでもこんな
ところに居たくないぞ！！
0x0078be47 おう、そーだな！
姫を助け出せたし！
さあ、みんな！　帰ろうぜ！
0x0078c5fe 三日間か…。
姉さんの墓参りに
行っておこう…。
0x0078c62f もう、二度と、
行くことができないかも
しれないからな…。
0x0078c66a とおりゃーっ！！
0x0078c67b むっ！？
0x0078c684 なーにィ、みーちゃん…。
気合入れて上げようと
思ったのに……
0x0078c6c3 いきなりじゃ、
誰でも完璧には
対応できないよ。
0x0078c6f4 負けたくせに〜〜！
でも、みーちゃん。
スキだらけじゃん…。
0x0078c731 そのぶんだと、まだ
覚悟できて
ないんじゃないの？
0x0078c764 くっ……。
0x0078c76f あーれぇ…。
やっぱ、みーちゃん
強いなあ…。
0x0078c79e 風子！！
いきなり、
襲ってくるな！！
0x0078c7c5 ええーっ……。
いいじゃん。別にー。
0x0078c7ea 元気づけてあげようと
思ったのに…。
0x0078c80f 心配いらない。
僕は大丈夫だ。
0x0078c82e …ん。わかった。
じゃ、またね！
みーちゃん！
0x0078c85d フッフッフ。水鏡よ。
調子は良さそうじゃの。
0x0078c88a お主の閻水に力が
加わったようじゃ。さらなる
精進をするのじゃぞ。
0x0078c8cd 水鏡は
「つらら舞」（%B%P6Ｒ＋→＋Ｂ%S%P7）が
使えるようになった！
0x0078c912 みごとな戦いっぷりじゃな！
水鏡よ！
0x0078c937 しかし、焦りすぎじゃぞ！
お主ならもっとクールに
戦えるはずじゃ。
0x0078c97a 次に風子と勝負する時は
時間をかけて
じっくり戦ってみるがよい！
0x0078c9bb 柳さんをさらった者達…。
0x0078c9d4 融合に時間がいるならば、
火影の前に、また
現れるかもしれないな。
0x0078ca17 少し、みんなの様子を
見に行くか…。
0x0078ca3c あれ？
水鏡兄ちゃん
どうしたの？
0x0078ca5f 小金井のところに
裏麗の奴らが
来なかったか？
0x0078ca8e ううん。
誰も来てないよ。
0x0078caa9 それならいい。
邪魔したな。
0x0078cac6 待ってよ！
今、訓練しなおして
たんだけどさ…。
0x0078caf7 相手がいないと
身が入らなくて…。
ちょっと相手してよ！
0x0078cb30 やるからには
手加減しないぞ。
0x0078cb4f そうこなくっちゃ！
それじゃ、いくよ！
0x0078cb76 いつもと違うなぁ、
水鏡兄ちゃん…。
0x0078cb9b 具合悪いの？
また日をあらためて
勝負しようね！
0x0078cbcc 常に気を引き締めていないと
ＳＯＤＯＭへ行く前に
やられるぞ！
0x0078cc0b わかった！　頑張るよ！
0x0078cc22 ヨォ！　水鏡
いい対戦だったようじゃな。
息も乱れてはおらん！
0x0078cc61 技にもさらに磨きが掛かると
言うものじゃな。
0x0078cc8e 新たな技をしっかりと
使いこなすのじゃぞ！
0x0078ccb9 水鏡は
「閻水乱舞」（%B%P6Ｒ＋↓＋Ｂ%S%P7）が
使えるようになった！
0x0078ccfe ホッホッホ。
さすが、お主。戦い方にも
キレがあるのォ。
0x0078cd37 次に小金井と勝負する時は
もっとたくさん必殺技を
使うが良い！
0x0078cd76 実戦の相手はえんりょなど
してくれんからの。
小金井に情けは無用じゃ。
0x0078cdbd 墓参りに行くのが
遅くなったな…。
0x0078cde0 おーい！　水鏡ィ！
0x0078cdf3 なんだ、土門か。
0x0078ce04 調子はどうだ！？
いっちょやろうぜ！　な！
0x0078ce2f お前の閻水、
オレが叩き折ってやるぜ！
0x0078ce56 本能バカの腐乱犬が…。
0x0078ce6d なんやと！　固羅！
かかって来い！
0x0078ce90 お前から、
挑戦して
きたんじゃないか……。
0x0078cebd みーちゃん！　どうしたぁ！
あっはっはっは！
0x0078ceea で…。
返り討ちにあって
どうするんだ、お前？
0x0078cf19 くそおおお！
0x0078cf26 水鏡ィ！
やる気もどうやら
十分そうじゃな！
0x0078cf53 お主の技は美しくて
ホレボレするワイ！
次も頑張るのじゃぞ！！
0x0078cf92 水鏡は
「水成る蛇」（%B%P6Ｒ＋←＋Ｂ%S%P7）が
使えるようになった！
0x0078cfd7 たいしたものじゃ。水鏡よ。
お主ならどんな
条件でも戦えそうじゃな。
0x0078d01c そこで
ワシからリクエストじゃ！
0x0078d03d 次に土門と勝負する時は
タイムアップギリギリで
必殺技を決めてくれんかの？
0x0078d088 お主の戦い方は
ホレボレするからの。
ホッホッホ。
0x0078d0bb ついでだ。
烈火の様子を見に行くか。
0x0078d0e0 さすがに奴は
大丈夫だろうがな。
0x0078d101 居るか？　リーダー。
0x0078d116 よぉーっ！
水鏡じゃねぇか！
どうした？
0x0078d13f いじけてるところを
見てやろうかと思ったが
大丈夫そうだな。
0x0078d17c バカ言ってんじゃねーぞ！
固羅！
0x0078d19d お前こそどーなんだ。
逃げるなら今のうちだぞ！
0x0078d1cc 口だけは相変わらずだな…。
0x0078d1e7 いいだろう。
久しぶりに閻水の力を
味わってもらおうか！！
0x0078d222 よし！　こい！
0x0078d231 どうした、みーちゃん？
ＳＯＤＯＭ行き、
やめとっか？（笑）
0x0078d26e くっ！
0x0078d275 どうした、烈火。
やっぱり
いじけてるんじゃないか？
0x0078d2aa なんだと……
オレは絶対、姫を助け出す！
0x0078d2d3 時間はまだ有る。
有効に使うことだ。
0x0078d2f8 仮にも…、
火影のリーダーは
お前なのだからな。
0x0078d329 時間が経つのは早いな。
姉さん、必ず帰ってきます。
それまで、待ってて下さい。
0x0078d378 さあ。
集合場所へ行くとしよう。
0x0078e0df  e ｮ ＣＤを集める…か。
くだらない遊びに
付きあわされるとは。
0x0078e11f エリアをそれぞれ
あたっていくしかないな…。
0x0078e14c ん……？
誰だ…。僕の後を
つけているのは。
0x0078e179 隠れていないで
姿を現したらどうだ。
0x0078e19e さすがだ。
気配だけで気付くとはね。
0x0078e1c3 …その姿。
僕を真似ているつもりか。
0x0078e1e8 ハハハ。
この先に行きたかったら
僕を倒していくんだな！
0x0078e221 君が誰なのかは
言うまでも無いが…。
0x0078e246 まあいい。
…相手をしてあげよう。
0x0078e269 どうしたでゴザル、水鏡殿。
火影の中でも強い主だと
思っていたでゴザルが…
0x0078e2b4 某に負けるのではここから先
命がいくらあっても
足りないでゴザルよ…。
0x0078e2fb くっ…！！
0x0078e306 もういいだろう。
姿を現すんだ。火車丸。
0x0078e32f あいたたた…
水鏡殿にはやはり
かなわんでゴザル…
0x0078e362 腕を上げられたようで
ゴザルな。水鏡殿。
0x0078e38b ここで何をしている？
0x0078e3a0 水鏡殿たちの
応援に来たでゴザルよ。
0x0078e3c5 ここから先は本当の敵が
たくさん居るでゴザル。
気をつけて進んで下され。
0x0078e40e ありがとう…。
0x0078e41d 分かれ道か…
どちらへいこう…？
0x0078e43e %T0バイオノイドドームへ向かう
パルテノンへ向かう
0x0078e470 こっちだな…
0x0078e47d ここは…
この血の臭い……。
0x0078e49a 歓迎しよう。
ようこそ、ＳＯＤＯＭへ。
火影の者。
0x0078e4cd 時間がないんだ。
0x0078e4de ほう。
何かを覚悟して強さに
磨きをかけたようだな。
0x0078e513 君も液体を武器にする。
だが、ひとつの相違点。
血液は生きている。
0x0078e556 君の剣が魔導具なのに対し、
私の剣は
体の一部といえる。
0x0078e58f …身を削った曲芸だな。
貧血になるぞ。
0x0078e5b6 心配無用。それまでに
決着をつけよう。
行くぞ！
0x0078e5e7 そんなことでは、
あの男には一生
会えぬぞ！
0x0078e614 …くっ！
0x0078e61d 水鏡凍季也。
お前には恐怖がないのか…？
0x0078e646 あるさ。
怖くてたまらない。
0x0078e663 死ぬ事だって
あるかもしれない。
それは恐怖だよ。
0x0078e696 正直だな……。
しかし、行くと……？
0x0078e6bb 姉を倒された復讐心が
お前を動かすのか！？
0x0078e6e6 少し前まではそうだった。
だが、
教えてくれた友がいた。
0x0078e71f 今は違う。
全てを知るために行くんだ。
0x0078e746 ……行け、水鏡…。
行って、全てを知って来い。
0x0078e775 次はここか。
0x0078e782 な……！？
なんだ…
…この気配…！？
0x0078e7a9 フーッフーッ！！
お前！　誰！？
…火影の　者…？
0x0078e7dc 何だ、コイツは…！？
今までの奴とは
雰囲気がまるで違う…
0x0078e817 ヒャヒャヒャヒャ！！
火影！　やっと　見つけた！
お前　楽しめそう！！
0x0078e85e 森光蘭…。
こんな奴まで
飼って居るのか…。
0x0078e88b 倒す！　火影！
ゆっくり　倒す！　楽しむ！
ヒャヒャヒャヒャッ！！
0x0078e8ce お前に、
話はムダだな…
0x0078e8e7 ヒャッヒャッヒャ！！
0x0078e8fc ヒャヒャヒャヒャ！
久しぶり！　楽しい！！
火影！　倒した！　倒した！
0x0078e943 クッ…
そんな……バカなッ…
0x0078e960 パワーとスピード…
凄いな…
0x0078e97d オォオォオォ…！！！
オレ　負ける…　ない！！
ガハァッッ……
0x0078e9bc だが、それだけでは
勝てない……。
0x0078e9df また、分かれ道か……。
0x0078e9f6 %T0研究所へ向かう
貯水池へ向かう
0x0078ea18 研究所へ行こう。
0x0078ea29 貯水池へ行こう。
0x0078ea3a ここが研究所か。
0x0078ea4b あら？　もう１人、
いらっしゃいましたね、
火影のかた。
0x0078ea84 おーっ！
みーちゃん！！
無事でいたか！？
0x0078eaaf 烈火。
当たり前だ。
お前や土門とは違う。
0x0078eada なんぢゃ！
喧嘩売っとんのか！　ワレ！
0x0078eb01 ２人になったところで
何も変わりませんけど。
0x0078eb2e あなたも、私の死愚魔に
倒されに来たんですか？
0x0078eb5d ギョェーッ！！
0x0078eb6c あの、でかいのが敵だぜ！
気をつけろよ！
みーちゃん。
0x0078eba3 見れば分かる。
お前は邪魔だから先へ行け。
ここは僕ひとりで十分だ。
0x0078ebe8 邪魔とはなんぢゃ！
お前こそ次へ行っとれ！
水鏡ィ！
0x0078ec1d 仲間割れですか？
でも、容赦しません！
倒していいわよ！　死愚魔！
0x0078ec60 ギョェーーーッ！！
0x0078ec73 柳さんを救うことが目的だ。
こんなのは相手じゃない。
…違うか？　烈火。
0x0078ecbc ……。
わかったぜ！
0x0078ecd1 ここは任せた！
後で追いつけよ！
みーちゃん！
0x0078ed00 来い、バケモノ。
僕が相手だ。
0x0078ed1f あはははは！
心配しなくていいですよ！
0x0078ed46 さっきのひとも、
ちゃんと見つけて
倒してあげますから！！
0x0078ed81 グギャギャギャー！！
0x0078ed96 ガハッ……！
0x0078eda3 結構かかったな。
烈火に離されたかも
しれない。
0x0078edd4 ああ…
私の死愚魔が……
0x0078eded 失礼するよ。
先を急ぐんでね。
0x0078ee0c ここだな…次は。
0x0078ee1d キヒ…　キヒヒヒヒヒ…
元気にしてたぁ？
みィーかぁあぐぁみィいぃ！
0x0078ee62 お前か……、木蓮。
0x0078ee75 スカしてんじゃねーんだよ。
この野郎！！
0x0078ee9e てめえは
合体ロボみてえに
バラバラにしてやる！！
0x0078eed1 分際をわきまえろ。
お前に何ができる？
0x0078eef8 るせーよ！！
くたばれ！　水鏡ィ！！
0x0078ef1d ぎゃはははは！
やったぜ！！
水鏡を倒した！！
0x0078ef4c キヒヒヒヒヒ！！
イヒヒッイヒヒヒッ！！
0x0078ef75 ……つっ……！
0x0078ef84 君はなにも、
変わらないな…
0x0078efa1 うあああああ…っ！
ちぃっく…しょうぉ…！！
0x0078efce ……
先へ行かせてもらうよ。
0x0078efeb 来た！　来たァーッ！
あなたが火影の人でしょ！
名前は…えっと…
0x0078f02c お前が
紅麗と紅の間に生まれた
クローンか。
0x0078f059 天堂地獄、いや、森光蘭。
果てしない欲望の
哀れな創造物だな。
0x0078f098 パパと融合しちゃう女の子を
助けに来たんでショ！？
この先にいるよっ！！
0x0078f0e1 だけど、
このＣＤがないと
行けないんだよねーっ！！
0x0078f116 でもコレ、いらないよね！？
あなたは私にここで
倒されちゃうんだからっ！！
0x0078f161 そのＣＤを渡してもらう
代わりに、僕がひとつだけ
調べ物をしてやろう。
0x0078f1a8 お前は炎も使えるそうだな。
0x0078f1c3 比べてやる。
あのサルの炎と渡り合える
ものなのかどうかを。
0x0078f200 何よ、サルって。
パパー！　今から、火影の人
やっつけるからねー！
0x0078f243 キャハハハ！！
どう？　楽しかった！？
0x0078f26a パパーっ！！
見ててくれたァ！？
煉華、勝ったよーっ！！
0x0078f2a3 くっ……
0x0078f2ac 所詮、クローンか。
あのサルの炎には
到底及ばないな。
0x0078f2e3 これがＣＤだな。
もらっていこう。
0x0078f306 ふええ……
…パパァ…
0x0078f31d いよいよ本物の強さを
身につけたようじゃな。
0x0078f34a 気を引き締めて
いくのじゃぞ！！
0x0078f36b 水鏡は
「つら成る蛇」（%B%P6Ｒ＋↑＋Ａ%S%P7）が
使えるようになった！
0x0078f3b2 たいしたものじゃ。ここまで
強くなっておったとは。
ここであえて一言、言おう。
0x0078f401 煉華相手には、お主が
会得できる必殺技を惜しまず
全て使ったほうがよい！
0x0078f44a 閻水は、さらなる力を
お主に与えてくれようぞ！
0x0078fd4e 森光蘭。
柳さんを返してもらおう。
0x0078fd71 誰だ？
私の邪魔をする奴は。
0x0078fd8e 醜い姿だな。
禍禍しいよ。
0x0078fda9 小ざかしいゴミがぁ。
治癒の娘ならば
とっくに喰らったわ！
0x0078fde4 そして私は最強の力を得た…
もう、怖いものなどない！！
0x0078fe1b 戯言を言うな。
弱いものほどよく吼える。
0x0078fe44 水鏡くんの言う通りよ。
森光蘭！
0x0078fe65 水鏡くん、烈火！
あそこよ！　柳ちゃんは
まだ生きている！
0x0078fea0 森光蘭に捕らわれ、
回復力を奪われてる
だけよ！
0x0078fed1 今、森光蘭を倒せば
まだ助けだせるわ！！
0x0078fefa 森光蘭は
僕が倒す。
0x0078ff0f リーダー！
柳さんを頼むぞ！
0x0078ff2c わかった！
まかせとけ！！
0x0078ff47 なかなかやるではないか。
さすが、火影と
いったところか。
0x0078ff82 だが所詮は下等生物。
もはや
私の相手ではない！！
0x0078ffb5 フハハハハ！！
お前も私の身体の
一部にしてやろう！！
0x0078ffec そして私は、
最強の存在へと
生まれ変わるのだ！！
0x0079001f 世界をわが手中に
収めるのも時間の問題だ！！
ガハハハハハ！！
0x0079005e ウォォォ！！
私はまだ、やられるわけには
いかんのだ！！
0x00790097 ギャアアア！！　痛い！！
ハァ！　ハァ！　ハァ！
0x007900c8 煉華！　煉華は何処だ！？
私を助けるのだ、煉華！！
0x007900fb お前を助ける仲間など
もういない。
0x0079011e リーダー、
こいつをどうする？
0x0079013d 過去の悪夢からの呪縛を
解き放つ時じゃ！
とどめをさせ！　烈火！！
0x00790180 森光蘭を
倒すのじゃ！！
0x00790199 くそおおおおぉっ！！
またしても、
私はやられるのか！？
0x007901d2 いや…！
治癒の娘が生きてる限り…！
何度でもやり直しはきく！！
0x00790213 お前らを倒せないのは
残念だが…。ここは再び
時を待つとしよう……！！
0x0079025a ふはははははは！！
0x0079026d まっ！？
待ちやがれーっ！！
森光蘭！！
0x00790296 逃がしませんよ…、
森光蘭……。
0x007902b7 紅麗！？
0x007902c0 何！？　貴様…！！
ちっ…！！
なんということだ…！
0x007902f5 烈火…！
だから貴様は甘いのだ…。
0x00790318 何をモタついている。
火影も、しょせん、
ゴミの集まりか！？
0x00790355 森光蘭の次は、
貴様らだ！
命は無いぞ！！
0x00790380 なんだと！？
0x0079038d さあ、森光蘭…。
倒してさしあげましょう…！
0x007903ba うっ。%/うっ。%/紅麗%/
助けてくれ！！%/
また、一緒に！！
0x007903f5 うぎゃああああああ！！
0x0079040c 火影…！！
次はお前たちだ。
無能どもを潰してやる…！！
0x00790445 ここは僕が出よう！%/
リーダー！　柳さんを連れて
脱出しろ！
0x00790482 いや、ここはオレが…！
0x00790499 %T1水鏡くんの言うことを
ききなさい！%/
烈火！
0x007904c9 おお！
じゃぁ任せたぜ、水鏡！
0x007904e8 グズグズするな。
早く行け！
0x00790505 貴様が私の相手をすると
いうのか…、
水鏡凍季也。
0x00790538 命を賭してまで
かばうような奴らなのか？
0x00790561 あんな奴らでも
居ないと寂しいのでね。
0x00790588 動物園も、
動物が居なければ
見るものが無いでしょう。
0x007905bf 君は冷静な男だ。
冷ややかな口調も
その表れなのだろう…。
0x007905fa 私は君に共感できるものを
感じている。初めて君を
見たときからな。
0x0079063d 私の元へ来る気は無いか？
裏火影、麗に
君を迎えよう…。
0x00790676 お断りだ。
僕は僕の目的のために
剣を振る。
0x007906a3 この閻水を、お前のために
振ることは無い。その身を
もって判らせてやろう。
0x007906ee …それに。
動物園もまんざら嫌いじゃ
ないんでね。
0x00790721 フハハハハ！　面白い！
ならば、見せてみろ！
その閻水の実力を！！
0x00790764 く…！
気絶していたか…。
勝てたのか…？　紅麗に。
0x00790799 ここはもう崩れるな…。
0x007907b0 紅麗は…、
逃げたのか……。
0x007907cd 脱出するしかない…！
0x007907e2 クッ。所詮は無能どもの
集まりだったか。
次は烈火！　お前だ！！
0x00790823 よっしゃ！　いくぜ！
0x00790838 裂神！　頼むぜっ！！
行けぇーっ！！
0x0079085d うぎゃあああぁぁぁ！！
0x00790874 烈火！　柳ちゃんを！！
0x0079088b 判ってる！！
姫！！
0x007908a0 崩れ始めてるっ！！
早く、逃げないと
危険だよ！！
0x007908d3 よし！
姫は無事だ！！
外へ脱出するぞっ！！
0x00790900 姫！　大丈夫か！？
0x00790913 ………。
0x0079091c 姫…！　姫ェッ！！
0x0079092f 烈火…くん…！！
0x00790940 すまない、柳さん。
危険な目に
あわせてしまった。
0x00790973 ううん。
ありがとう水鏡センパイ。
0x00790996 助けにきてくれるって
思ってたから
平気だったよ！
0x007909c9 みーちゃん、
紅麗はどうした！？
0x007909ea 奴なら逃げた。
勝負がついた時には
居なくなっていた。
0x00790a21 そうか…。
0x00790a2c あいつのことだから
きっとしぶとく
生きてるだろうな…！
0x00790a65 水鏡くん、頑張ったわね。
0x00790a7e あなたがいなければ、
森光蘭は
倒せなかったわ。
0x00790aaf 当然のことをしたまで
ですよ。
0x00790ace さっすが
水鏡兄ちゃんだね！
0x00790aeb 土門兄ちゃんや
烈火兄ちゃんとは
大違いだ！！
0x00790b1a なんじゃと！　固羅！
もっぺん言ってみぃ！
小金井！！
0x00790b51 ナマイキなんぢゃ！
固羅！
こっち来い！　小金井！！
0x00790b86 うわぁ！
ごめんよォ！
許してってばぁ！！
0x00790bb1 動物園だ…。
0x00790bbe お疲れ！　みーちゃん！
大丈夫？
どっか怪我してない？
0x00790bf5 ああ。心配はいらない。
風子も、…連中も
元気そうだな。
0x00790c2e 柳が助け出せて
嬉しいんだよ。
みんなね。
0x00790c59 そうだな。
0x00790c64 水鏡センパイ。
ありがとう…！！
0x00790c85 いいえ。いいんです。
柳さんになにかあったら、
いつでも助けに行きますよ。
0x00790cd0 固羅！　水鏡ィ！
姫にそれ以上
近づくなっ！
0x00790cfd なんだ。
僕とやる気か？
0x00790d16 おうよ！
戻ったら、また勝負ぢゃ！！
さあ、みんな！　帰ろうぜ！
0x007914d6 弐之型「鎖鎌」っ！！
参之型「大鋏」っ！！
0x00791501 ふー。
しっかり修行しとかなきゃ。
